          1cfb_    1 1CFBA
          1cfe_    1 1CFEA
          1cfr_    1 1CFRA
          1cfya   10 1AHQA 1CFYA 1CFYB 1CNUA 1COFA 1QPVA 2I2QA 2KD5A 2KVKA 3FJVB
          1cfza    7 1CFZA 1CFZB 1CFZC 1CFZD 1CFZE 1CFZF 2KMLA
          1cg2a    4 1CG2A 1CG2B 1CG2C 1CG2D
          1cg5b    2 1CG5B 1CG8B
          1cg7a    3 1CG7A 1J5NC 1LWMA
          1cgha   25 1AU8A 1CGHA 1EUFA 1FI8A 1FI8D 1FQ3A 1FQ3B 1IAUA 1KLTA 1KYNA 1KYNB 1NN6A 1PJPA 1T31A 1T32A 2HVXA 2RDLA 2RDLB 3FZZA 3FZZB 3G01A 3G01B 3N7OA 3RP2A 3RP2B
          1cgme    1 1CGMB
          1chc_    1 1CHCA
          1chd_    1 1CHDA
          1chka    2 1CHKA 1CHKB
          1chma    4 1CHMA 1CHMB 1KP0A 1KP0B
          1chua    5 1CHUA 1KNPA 1KNRA 2E5VA 2E5VB
          1ci4a   13 1CI4A 1CI4B 1QCKA 1QCKB 2BZFA 2EZXA 2EZXB 2EZYA 2EZYB 2EZZA 2EZZB 2ODGA 2ODGB
          1ci9a   17 1CI8A 1CI8B 1CI9A 1CI9B 3HL9A 3HL9B 3HL9C 3HL9D 3HLBA 3HLBB 3HLBC 3HLBD 3HLCA 3HLDA 3HLEA 3HLFA 3HLGA
          1cid_    1 1CIDA
          1cii_    3 1CIIA 3IYNQ 3IYNT
          1cipa   65 1AGRA 1AGRB 1AS0A 1AS2A 1AS3A 1BH2A 1BOFA 1CIPA 1FQJA 1FQJD 1FQKA 1FQKC 1GDDA 1GFIA 1GG2A 1GIAA 1GILA 1GITA 1GOTA 1GP2A 1KJYA 1KJYC 1SHZA 1SHZC 1SVKA 1SVSA 1TADA 1TADB 1TADC 1TAGA 1TNDA 1TNDB 1TNDC 1Y3AA 1Y3AB 1Y3AC 1Y3AD 2BCJD 2EBCA 2G83A 2G83B 2GTPA 2GTPB 2HLBA 2IHBA 2IK8A 2IK8C 2ODEA 2ODEC 2OM2A 2OM2C 2PZ2A 2PZ3A 2RGNA 2RGND 2V4ZA 2ZJYA 2ZJZA 2ZJZB 3AH8A 3C7KA 3C7KC 3D7MA 3FFAA 3FFBA
          1ciy_    9 1CIYA 2ZO0A 2ZO1C 3F8IA 3F8IB 3F8JA 3FDEA 3FDEB 3KM5B
          1cjaa    4 1CJAA 1CJAB 2WIUC 3DNTB
          1cjca    7 1CJCA 1E1KA 1E1LA 1E1MA 1E1NA 1E6EA 1E6EC
          1cjsa    6 1CJSA 1DWUA 1DWUB 1I2AA 1U63C 1U63D
          1cjwa   11 1B6BA 1B6BB 1CJWA 1IB1E 1IB1F 1IB1G 1IB1H 1KUVA 1KUXA 1KUYA 1L0CA
          1cjxa    4 1CJXA 1CJXB 1CJXC 1CJXD
          1cjya    2 1CJYA 1CJYB
          1ck9a    7 1CK2A 1CN7A 1NMUB 1NMUD 1T0KD 1YSHD 3JYWC
          1ckea   12 1CKEA 1KDOA 1KDOB 1KDPA 1KDPB 1KDRA 1KDRB 1KDTA 1KDTB 2CMKA 2FEMA 2FEOA
          1ckla   22 1CKLA 1CKLB 1CKLC 1CKLD 1CKLE 1CKLF 2O39C 2O39D 3INBC 3INBD 3L89M 3L89N 3L89O 3L89P 3L89Q 3L89R 3L89S 3L89T 3L89U 3L89V 3L89W 3L89X
          1ckma    5 1CKMA 1CKMB 1CKNA 1CKNB 1CKOA
          1ckqa   10 1CKQB 1CL8B 1ERIB 1QC9A 1QC9B 1QC9C 1QPSC 1QRHB 1QRIB 2OXVB
          1ckta    6 1AABA 1CKTC 1J3XA 2EQZA 2YRQA 3FGHA
          1ckv_    6 1CKVA 2MOBA 3EIRA 3EITA 3GQMA 3GQMB
          1cl1a    8 1CL1A 1CL1B 1CL2A 1CL2B 2FQ6A 2FQ6B 2GQNA 2GQNB
          1clc_    6 1CLCA 2V4XA 3EZ8A 3GZKA 3H2WA 3H3KA
          1clia   11 1CLIA 1CLIB 1CLIC 1CLID 2BTUA 2BTUB 2Z01A 3M84A 3M84B 3MDOA 3MDOB
          1clxa   14 1CLXA 1CLXB 1CLXC 1CLXD 1E5NA 1E5NB 1W2PA 1W2PB 1W2VA 1W2VB 1W32A 1W32B 1W3HA 1W3HB
          1cm5a   15 1CM5A 1CM5B 1H16A 1H17A 1H18A 1H18B 1MZOA 1MZOB 1QHMA 1QHMB 2PFLA 2PFLB 3NRWA 3PFLA 3PFLB
          1cm9a   15 1CM9A 1CM9B 1HFGA 1HFNA 1HHVA 1VMPA 1ZXTA 1ZXTB 1ZXTC 1ZXTD 2FHTA 2FJ2A 2FJ2B 2FJ2C 2FJ2D
          1cmba   30 1CMAC 1CMAD 1CMBA 1CMBB 1CMCA 1CMCB 1MJ2C 1MJ2D 1MJ2E 1MJ2F 1MJKA 1MJKB 1MJLA 1MJLB 1MJMC 1MJMD 1MJOC 1MJOD 1MJOE 1MJOF 1MJPC 1MJPD 1MJQE 1MJQF 1MJQG 1MJQH 1MJQI 1MJQJ 1MJQK 1MJQL
          1cmia   38 1CMIA 1CMIB 1F3CA 1F3CB 1F95A 1F95B 1F96A 1F96B 1PWJA 1PWKA 1RE6A 1RE6B 1RHWA 1YO3A 1YO3B 1YO3C 2P2TA 2PG1A 2PG1B 2PG1C 2PG1D 3BRIA 3BRLA 3DVHA 3DVHB 3DVHC 3DVPA 3DVPB 3DVTA 3DVTB 3DVTC 3DVTD 3DVTE 3DVTF 3E2BA 3FM7E 3FM7F 3GLWA
          1cmxa    2 1CMXA 1CMXC
          1cnoa   34 1CNOA 1CNOB 1CNOC 1CNOD 1CNOE 1CNOF 1CNOG 1CNOH 2ZZSA 2ZZSB 2ZZSC 2ZZSD 2ZZSE 2ZZSF 2ZZSG 2ZZSH 2ZZSI 2ZZSJ 2ZZSK 2ZZSL 2ZZSM 2ZZSN 2ZZSO 2ZZSP 2ZZSQ 2ZZSR 2ZZSS 2ZZST 2ZZSU 2ZZSV 2ZZSW 2ZZSX 2ZZSY 2ZZSZ
          1cnt1    4 1CNTA 1CNTB 1CNTC 1CNTD
          1cnv_    1 1CNVA
          1cnzb   48 1A05A 1A05B 1CM7A 1CM7B 1CNZA 1CNZB 1DPZA 1DPZB 1DR0A 1DR0B 1DR8A 1DR8B 1G2UA 1GC8A 1GC8B 1GC9A 1HEXA 1IDMA 1IPDA 1OSIA 1OSIB 1OSIC 1OSID 1OSJA 1OSJB 1V53A 1V53B 1V5BA 1V5BB 1V5BC 1V5BD 1V5BE 1V5BF 1V5BG 1V5BH 1VLCA 1WALA 1XAAA 1XABA 1XACA 1XADA 2AYQA 2AYQB 2WSHA 2WSHB 2WSHC 2WSHD 2ZTWA
          1co7e  424 1A0JA 1A0JB 1A0JC 1A0JD 1AKSA 1AKSB 1AMHA 1AMHB 1AN1A 1ANBA 1ANCA 1ANDA 1ANEA 1AQ7A 1AUJA 1AVWA 1AVXA 1AZ8A 1BITA 1BJUA 1BJVA 1BRAA 1BRBA 1BRCA 1BTPA 1BTWA 1BTXA 1BTYA 1BTZA 1BZXA 1C1NA 1C1OA 1C1PA 1C1QA 1C1RA 1C1SA 1C1TA 1C2DA 1C2EA 1C2FA 1C2GA 1C2HA 1C2IA 1C2JA 1C2KA 1C2LA 1C2MA 1C5PA 1C5QA 1C5RA 1C5SA 1C5TA 1C5UA 1C5VA 1C9PA 1C9TA 1C9TB 1C9TC 1C9TD 1C9TE 1C9TF 1CE5A 1CO7A 1D6RA 1DPOA 1EB2A 1EJAA 1EJMA 1EJMC 1EJME 1EPTB 1EPTC 1EZSC 1EZSD 1EZUC 1EZUD 1EZXC 1F0TA 1F0UA 1F2SA 1F5RA 1F7ZA 1FMGA 1FN6A 1FNIA 1FY8A 1G36A 1G3BA 1G3CA 1G3DA 1G3EA 1G9IA 1GBTA 1GHZA 1GI0A 1GI1A 1GI2A 1GI3A 1GI4A 1GI5A 1GI6A 1GJ6A 1GVLA 1H4WA 1H9HA 1H9IA 1HJ8A 1HJ9A 1J14A 1J15A 1J16A 1J17A 1J8AA 1JIRA 1JRSA 1JRTA 1K1IA 1K1JA 1K1LA 1K1MA 1K1NA 1K1OA 1K1PA 1K9OB 1L2EA 1LDTA 1LO6A 1LQEA 1MAXA 1MAYA 1MBQA 1MCTA 1MTSA 1MTUA 1MTVA 1MTWA 1N6XA 1N6YA 1NC6A 1NTPA 1O2HA 1O2IA 1O2JA 1O2KA 1O2LA 1O2MA 1O2NA 1O2OA 1O2PA 1O2QA 1O2RA 1O2SA 1O2TA 1O2UA 1O2VA 1O2WA 1O2XA 1O2YA 1O2ZA 1O30A 1O31A 1O32A 1O33A 1O34A 1O35A 1O36A 1O37A 1O38A 1O39A 1O3AA 1O3BA 1O3CA 1O3DA 1O3EA 1O3FA 1O3GA 1O3HA 1O3IA 1O3JA 1O3KA 1O3LA 1O3MA 1O3NA 1O3OA 1OPHB 1OX1A 1OYQA 1P2IA 1P2JA 1P2KA 1PPCA 1PPEA 1PPHA 1QA0A 1QB1A 1QB6A 1QB9A 1QBNA 1QBOA 1QCPA 1QL7A 1QL8A 1QL9A 1QQUA 1RXPA 1S0QA 1S0RA 1S5SA 1S6FA 1S6HA 1S81A 1S82A 1S83A 1S84A 1S85A 1SBWA 1SFIA 1SLUB 1SLVB 1SLWB 1SLXB 1SMFA 1TABA 1TAWA 1TFXA 1TFXB 1TGBA 1TGCA 1TGNA 1TGSA 1TGTA 1TIOA 1TLDA 1TNGA 1TNHA 1TNIA 1TNJA 1TNKA 1TNLA 1TPAA 1TPOA 1TPPA 1TPSA 1TRMA 1TRMB 1TRNA 1TRNB 1TX6A 1TX6B 1TX6C 1TX6D 1TX7A 1TX8A 1TYNA 1UHBA 1UHBB 1UTJA 1UTKA 1UTLA 1UTMA 1UTNA 1UTOA 1UTPA 1UTQA 1V2JA 1V2KA 1V2LA 1V2MA 1V2NA 1V2OA 1V2PA 1V2QA 1V2RA 1V2SA 1V2TA 1V2UA 1V2VA 1V2WA 1V6DA 1XUFA 1XUGA 1XUHA 1XUIA 1XUJA 1XUKA 1Y3UA 1Y3VA 1Y3WA 1Y3XA 1Y3YA 1Y59A 1Y5AA 1Y5BA 1Y5UA 1YF4A 1YKTA 1YLCA 1YLDA 1YP9A 1YYYA 1Z7KA 1ZR0A 1ZR0C 1ZZZA 2A31A 2A32A 2A7HA 2AGEA 2AGGA 2AGIA 2AH4A 2AYWA 2BLVA 2BLWA 2BTCA 2BY5A 2BY6A 2BY7A 2BY8A 2BY9A 2BYAA 2BZAA 2CMYA 2D8WA 2EEKA 2F3CA 2F91A 2FI3A 2FI4A 2FI5A 2FTLA 2FTMA 2FX4A 2FX6A 2G55A 2G5NA 2G5VA 2G81A 2G8TA 2ILNA 2ILNB 2J9NA 2O9QA 2OTVA 2OXSA 2PLXA 2PSXA 2PSYA 2PTCA 2PTNA 2QN5B 2QYIA 2QYIC 2R9PA 2R9PB 2R9PC 2R9PD 2RA3A 2RA3B 2STAA 2STBA 2TBSA 2TGAA 2TGDA 2TGPA 2TGTA 2TIOA 2TPIA 2TRMA 2UUYA 2ZDKA 2ZDLA 2ZDMA 2ZDNA 2ZFSA 2ZFTA 2ZHDA 2ZPQA 2ZPQB 2ZPRA 2ZPRB 2ZPSA 2ZQ1A 2ZQ2A 3AASA 3AAUA 3AAVA 3AAVB 3BTDA 3BTEA 3BTFA 3BTGA 3BTHA 3BTKA 3BTMA 3BTQA 3BTTA 3BTWA 3D65B 3E8LB 3E8LC 3FP6A 3FP7A 3FP8A 3GY2A 3GY3A 3GY4A 3GY5A 3GY6A 3GY7A 3GY8A 3I29A 3ITIA 3M35A 3MFJA 3MI4A 3PTBA 3PTNA 3TGIA 3TGJA 3TGKA 3TPIA 4TPIA 5PTPA
          1coja    1 1COJA
          1cola    4 1A87A 1COLA 1COLB 3FEWA
          1coo_   13 1COOA 1LB2D 1LB2E 1XS9D 2JZBA 3K4GA 3K4GB 3K4GC 3K4GD 3K4GE 3K4GF 3K4GG 3K4GH
          1cot_   19 155CA 1C2NA 1C2RA 1C2RB 1COTA 1CXAA 1CXCA 1L9BD 1L9JD 1L9JH 1VYDA 1VYDB 2BGVA 2BH4A 2BH5A 2C2CA 2CXBA 2CXBB 3C2CA
          1coua    3 1CCVA 1COUA 2H9EC
          1coza   17 1COZA 1COZB 1N1DA 1N1DB 1N1DC 1N1DD 2B7LA 2B7LB 2B7LC 2B7LD 3DO8A 3DO8B 3ELBA 3GLVA 3GLVB 3HL4A 3HL4B
          1cp2a   72 1CP2A 1CP2B 1DE0A 1DE0B 1FP6A 1FP6B 1FP6C 1FP6D 1G1MA 1G1MB 1G20E 1G20F 1G20G 1G20H 1G21E 1G21F 1G21G 1G21H 1G5PA 1G5PB 1M1YE 1M1YF 1M1YG 1M1YH 1M1YM 1M1YN 1M1YO 1M1YP 1M34E 1M34F 1M34G 1M34H 1M34M 1M34N 1M34O 1M34P 1N2CE 1N2CF 1N2CG 1N2CH 1NIPA 1NIPB 1RW4A 1XCPA 1XCPB 1XCPC 1XCPD 1XD8A 1XD8B 1XD9A 1XD9B 1XDBA 1XDBB 2AFHE 2AFHF 2AFIE 2AFIF 2AFIG 2AFIH 2AFIM 2AFIN 2AFIO 2AFIP 2AFKE 2AFKF 2AFKG 2AFKH 2C8VA 2NIPA 2NIPB 3FWYA 3FWYB
          1cp3a   99 1CP3A 1CP3C 1GFWA 1GFWB 1I3OA 1I3OB 1I3OC 1I3OD 1NMEA 1NMQA 1NMQB 1NMSA 1NMSB 1PAUA 1QX3A 1RE1A 1RHJA 1RHJC 1RHKA 1RHMA 1RHMC 1RHQA 1RHQD 1RHRA 1RHUA 2C1EA 2C1EB 2C2KA 2C2KB 2C2MA 2C2MB 2C2OA 2C2OB 2CDRA 2CDRB 2CJXA 2CJYA 2CJYB 2CNKA 2CNKB 2CNLA 2CNLB 2CNNA 2CNNB 2CNOA 2CNOB 2DKOA 2DKOB 2H5IA 2H5IB 2H5JA 2H5JB 2H5JC 2H5JD 2H65A 2H65C 2J30A 2J31A 2J32A 2J33A 2WDPA 2WDPB 2WDPC 2WDPD 3DEHA 3DEHB 3DEHC 3DEHD 3DEIA 3DEIB 3DEIC 3DEID 3DEJA 3DEJB 3DEJC 3DEJD 3DEKA 3DEKB 3DEKC 3DEKD 3EDQA 3EDQC 3GJQA 3GJQB 3GJQC 3GJQD 3GJRA 3GJRC 3GJSA 3GJSB 3GJSC 3GJTA 3GJTC 3GJTD 3H0EA 3H0EB 3ITNA 3KJFA 3KJFB
          1cpo_   13 1CPOA 2CIVA 2CIWA 2CIXA 2CIYA 2CIZA 2CJ0A 2CJ1A 2CJ2A 2CPOA 2J18A 2J19A 2J5MA
          1cpq_    9 1CPQA 1CPRA 1EKYA 1GQAA 1GQAB 1NBBA 1NBBB 1RCPA 1RCPB
          1cpt_    8 1CPTA 2X5WA 3IVYA 3IW0A 3IW1A 3IW2A 3MGXA 3MGXB
          1cpy_   11 1CPYA 1WPXA 1YSCA 2RKKA 2RKKB 3GS2A 3GS2C 3IXSA 3IXSC 3IXSE 3IXSK
          1cpza    1 1CPZA
          1cq3a    7 1CQ3A 1CQ3B 2FFKA 2FINA 2GRKA 2GRKB 2VGAA
          1cqqa   13 1CQQA 1L1NA 1L1NB 2B0FA 2IN2A 2VB0A 2ZTXA 2ZTYA 2ZTZA 2ZTZB 2ZU1A 2ZU1B 2ZU3A
          1cqxa    5 1CQXA 1CQXB 2WMFA 2WMGA 2WMHA
          1cqya    1 1CQYA
          1cr1a   23 1CR0A 1CR1A 1CR2A 1CR4A 1E0JA 1E0JB 1E0JC 1E0JD 1E0JE 1E0JF 1E0KA 1E0KB 1E0KC 1E0KD 1E0KE 1E0KF 1Q57A 1Q57B 1Q57C 1Q57D 1Q57E 1Q57F 1Q57G
          1cr5a    3 1CR5A 1CR5B 1CR5C
          1crb_   36 1B4MA 1CRBA 1EIIA 1GGLA 1GGLB 1JBHA 1KGLA 1KQWA 1KQXA 1LPJA 1MX7A 1MX8A 1OPAA 1OPAB 1OPBA 1OPBB 1OPBC 1OPBD 2G78A 2G79A 2KKVA 2RCQA 2RCTA 3CWKA 3D95A 3D95B 3D96A 3D96B 3FA6A 3FA6B 3FA8A 3FA8B 3FA9A 3FA9B 3FEKA 3FEKB
          1crua   13 1C9UA 1C9UB 1CQ1A 1CQ1B 1CRUA 1CRUB 1QBIA 1QBIB 2WFTB 2WG3C 3HO3A 3HO5A 3HO5B
          1crza   15 1C5KA 1CRZA 2HQSA 2HQSC 2HQSE 2HQSG 2IVZA 2IVZB 2IVZC 2IVZD 2W8BA 2W8BB 2W8BD 2W8BF 3IAXA
          1cs1a    4 1CS1A 1CS1B 1CS1C 1CS1D
          1cs6a    5 1CS6A 2OM5A 3JXAA 3JXAB 3KLDA
          1cs8a  144 1ATKA 1AU0A 1AU2A 1AU3A 1AU4A 1AYUA 1AYVA 1AYWA 1BGOA 1BY8A 1CJLA 1CS8A 1FH0A 1FH0B 1GLOA 1ICFA 1ICFC 1MEMA 1MHWA 1MHWC 1MS6A 1NL6A 1NL6B 1NLJA 1NLJB 1NPZA 1NPZB 1NQCA 1Q6KA 1SNKA 1TU6A 1TU6B 1U9VA 1U9WA 1U9XA 1VSNA 1YK7A 1YK8A 1YT7A 2ATOA 2AUXA 2AUZA 2BDLA 2C0YA 2F1GA 2F1GB 2F7DA 2FQ9A 2FQ9B 2FRAA 2FRAB 2FRQA 2FRQB 2FT2A 2FT2B 2FTDA 2FTDB 2FUDA 2FUDB 2FYEA 2G6DA 2G7YA 2G7YB 2H7JA 2H7JB 2HH5A 2HH5B 2HHNA 2HHNB 2HXZA 2HXZB 2HXZC 2NQDB 2O6XA 2OP3A 2OP3B 2R6NA 2R9MA 2R9MB 2R9NA 2R9NB 2R9OA 2R9OB 2VHSA 2VHSB 2VHSC 2VHSD 3BC3A 3BC3B 3C9EA 3EE1A 3EE1B 3F75B 3H6SA 3H6SB 3H6SC 3H6SD 3H7DA 3H7DB 3H89A 3H89B 3H89C 3H89D 3H89E 3H89F 3H8BA 3H8BB 3H8BC 3H8BD 3H8BE 3H8BF 3H8CA 3H8CB 3HHAA 3HHAB 3HHAC 3HHAD 3HWNA 3HWNB 3HWNC 3HWND 3IEJA 3IEJB 3IV2A 3IV2B 3K24A 3K24B 3KW9A 3KWBA 3KWBB 3KWNA 3KWNB 3KWZA 3KX1A 3MPEA 3MPEB 3MPFA 3MPFB 3N3GA 3N3GB 7PCKA 7PCKB 7PCKC 7PCKD
          1csei   10 1ACBB 1CSEB 1EGLA 1MEEB 1SBNB 1SIBB 1TECB 2SECB 2TECB 3TECB
          1csh_   23 1AL6A 1AMZA 1CSCA 1CSHA 1CSIA 1CSRA 1CSSA 1CTSA 2CSCA 2CTSA 2WHNA 2WHNB 3CSCA 3ENJA 4CSCA 4CTSA 4CTSB 5CSCA 5CSCB 5CTSA 6CSCA 6CSCB 6CTSA
          1cska    5 1CSKA 1CSKB 1CSKC 1CSKD 1JEGA
          1csn_   18 1CKIA 1CKIB 1CKJA 1CKJB 1CSNA 1EH4A 1EH4B 2C47A 2C47B 2C47C 2C47D 2CHLA 2CMWA 2CSNA 2IZRA 2IZSA 2IZTA 2IZUA
          1ct5a    2 1B54A 1CT5A
          1ct9a    4 1CT9A 1CT9B 1CT9C 1CT9D
          1ctf_    6 1CTFA 1RQSA 1RQUA 1RQUB 1RQVA 1RQVB
          1ctj_   32 1A2SA 1C6OA 1C6OB 1C6RA 1C6SA 1CEDA 1CTJA 1CYIA 1CYJA 1F1FA 1GDVA 1KIBA 1KIBB 1KIBC 1KIBD 1KIBE 1KIBF 1KIBG 1KIBH 1LS9A 2V08A 2V08B 2ZBOA 2ZBOB 2ZBOC 2ZBOD 2ZBOE 2ZBOF 3DMIA 3DR0A 3DR0B 3DR0C
          1ctqa  137 121PA 1AA9A 1AGPA 1BKDA 1C1YA 1CLUA 1CRPA 1CRQA 1CRRA 1CTQA 1GNPA 1GNQA 1GNRA 1GUAA 1HE8B 1IAQA 1IAQB 1IAQC 1IOZA 1JAHA 1JAIA 1K8RA 1KAOA 1LF0A 1LF5A 1LFDB 1LFDD 1NVUA 1NVUB 1NVVA 1NVVB 1NVWA 1NVWB 1NVXA 1NVXB 1P2SA 1P2TA 1P2UA 1P2VA 1PLJA 1PLKA 1PLLA 1Q21A 1QRAA 1RVDA 1U8YA 1U8YB 1U8ZA 1U8ZB 1U90A 1U90B 1UADA 1UADB 1WQ1A 1X1RA 1X1SA 1XCMA 1XD2A 1XD2B 1XJ0A 1ZC3A 1ZC3C 1ZC4A 1ZC4C 1ZVQA 1ZW6A 221PA 2A78A 2A9KA 2BOVA 2C5LA 2C5LB 2CE2A 2CL0A 2CL6A 2CL7A 2CLCA 2CLDA 2ERYA 2ERYB 2EVWA 2FN4A 2KE5A 2KWIA 2Q21A 2QUZA 2RAPA 2RGAA 2RGBA 2RGCA 2RGDA 2RGEA 2RGGA 2UZIC 2VH5C 2X1VA 3BRWD 3CF6B 3CONA 3DDCA 3GFTA 3GFTB 3GFTC 3GFTD 3GFTE 3GFTF 3I3SA 3K8YA 3K9NA 3KKMA 3KKNA 3KKOA 3KKOB 3KKOC 3KKPA 3KKQA 3KUCA 3KUDA 3LBHA 3LBIA 3LBNA 3LO5A 3LO5B 3LO5C 3RAPA 3RAPB 421PA 4Q21A 521PA 5P21A 621PA 6Q21A 6Q21B 6Q21C 6Q21D 721PA 821PA
          1cuk_    5 1C7YI 1CUKA 1D8LA 1D8LB 1HJPA
          1cuna   14 1CUNA 1CUNB 1CUNC 1U4QA 1U4QB 3EDVA 3EDVB 3F57A 3F57B 3KBTA 3KBTB 3KBUA 3KBUB 3LBXB
          1cv8_    1 1CV8A
          1cvja   13 1CVJI 1CVJJ 1CVJK 1CVJL 1CVJM 1CVJN 1CVJO 1CVJP 2K8GA 2KXFA 2KXHA 2QFJC 3MD3A
          1cvl_   21 1CVLA 1EX9A 1HQDA 1OILA 1OILB 1QGEA 1QGEB 1TAHA 1TAHB 1TAHC 1TAHD 1YS1A 1YS2A 2ES4A 2ES4C 2LIPA 2NW6A 3LIPA 4LIPA 4LIPB 5LIPA
          1cvra    1 1CVRA
          1cvua   45 1CVUA 1CVUB 1CX2A 1CX2B 1CX2C 1CX2D 1DDXA 1DDXB 1DDXC 1DDXD 1PXXA 1PXXB 1PXXC 1PXXD 3EUDA 3EUDD 3EUDF 3HS5A 3HS5B 3HS6A 3HS6B 3HS7A 3HS7B 3KRKA 3KRKB 3NT1A 3NT1B 3NTBA 3NTBB 3NTBC 3NTBD 3PGHA 3PGHB 3PGHC 3PGHD 4COXA 4COXB 4COXC 4COXD 5COXA 5COXB 5COXC 5COXD 6COXA 6COXB
          1cwpa   35 1CWPD 1CWPE 1CWPF 1JS9A 1JS9B 1JS9C 1YC6A 1YC6B 1YC6C 1YC6D 1YC6E 1YC6F 1YC6G 1YC6H 1YC6I 1YC6J 1YC6K 1YC6L 1YC6M 1YC6N 1YC6O 1YC6P 1YC6Q 1YC6R 1YC6S 1YC6T 1YC6U 1YC6V 1YC6W 1YC6X 1YC6Y 1YC6Z 1ZA7A 1ZA7B 1ZA7C
          1cwva    1 1CWVA
          1cx1a    1 1CX1A
          1cx4a    2 1CX4A 2QVSB
          1cxqa   11 1CXQA 1CZBA 2X6SC 2X6SD 2X6SE 2X6SF 2X74A 2X74B 2X74C 2X74D 2X74F
          1cxya    1 1CXYA
          1cxzb    1 1CXZB
          1cy9a   14 1CY0A 1CY1A 1CY2A 1CY4A 1CY6A 1CY7A 1CY8A 1CY9A 1CY9B 1CYYA 1CYYB 1ECLA 1MW8B 1MW9A
          1cyda   12 1CYDA 1CYDB 1CYDC 1CYDD 1PR9A 1PR9B 1WNTA 1WNTB 1WNTC 1WNTD 3D3WA 3D3WB
          1cyo_   59 1AQAA 1AW3A 1AWPA 1AWPB 1AXXA 1B5AA 1B5BA 1B5MA 1BFXA 1BLVA 1CYOA 1DO9A 1EHBA 1ES1A 1EUEA 1EUEB 1F03A 1F04A 1HKOA 1I5UA 1I87A 1I8CA 1IB7A 1ICCA 1ICCB 1ICCC 1ICCD 1IETA 1IEUA 1J0QA 1JEXA 1LJ0A 1LJ0B 1LJ0C 1LJ0D 1LQXA 1LR6A 1M20A 1M2IA 1M2MA 1M59A 1MNYA 1NX7A 1SH4A 1U9MA 1U9MB 1U9MC 1U9MD 1U9ME 1U9MF 1U9UA 2AXXA 2I89A 2I89B 2I89C 2I89D 2I96A 2IBJA 2KEOA
          1cyx_    2 1CYXA 3KG8B
          1cz1a    9 1CZ1A 1EQCA 1EQPA 1H4PA 1H4PB 2PB1A 2PBOA 2PC8A 2PF0A
          1cz4a    2 1CZ4A 1CZ5A
          1czan   16 1BDGA 1BG3A 1BG3B 1CZAA 1DGKA 1HKBA 1HKBB 1HKCA 1QHAA 1QHAB 2NZTA 2NZTB 3HM8A 3HM8B 3HM8C 3HM8D
          1czpa   43 1A70A 1AWDA 1CZPA 1CZPB 1DOXA 1DOYA 1EWYC 1FRDA 1FRRA 1FRRB 1FXAA 1FXAB 1FXIA 1FXIB 1FXIC 1FXID 1GAQB 1IUEA 1IUEB 1J7AA 1J7BA 1J7CA 1OFFA 1PFDA 1QOAA 1QOAB 1QOBA 1QOBB 1QOFA 1QOFB 1QOGA 1QOGB 1QT9A 1RFKA 1RFKB 1ROEA 1WRIA 2CJNA 2CJOA 2KAJA 2PVGC 2PVOD 4FXCA
          1czya   57 1CA4A 1CA4B 1CA4C 1CA4D 1CA4E 1CA4F 1CA9A 1CA9B 1CA9C 1CA9D 1CA9E 1CA9F 1CZYA 1CZYB 1CZYC 1CZZA 1CZZB 1CZZC 1D00A 1D00B 1D00C 1D00D 1D00E 1D00F 1D00G 1D00H 1D01A 1D01B 1D01C 1D01D 1D01E 1D01F 1D0AA 1D0AB 1D0AC 1D0AD 1D0AE 1D0AF 1D0JA 1D0JB 1D0JC 1D0JD 1D0JE 1D0JF 1F3VB 1FLKA 1FLKB 1FLLA 1FLLC 1KZZA 1L0AA 1QSCA 1QSCB 1QSCC 1RF3A 1ZMSA 2GKWA
          1d02a    2 1D02C 1D02D
          1d09b  106 1ACMB 1ACMD 1AT1B 1AT1D 1D09B 1D09D 1EZZB 1EZZD 1F1BB 1F1BD 1I5OB 1I5OD 1NBEB 1NBED 1Q95G 1Q95H 1Q95I 1Q95J 1Q95K 1Q95L 1R0BD 1R0BE 1R0BF 1R0BJ 1R0BK 1R0BL 1R0CB 1R0CD 1RAAB 1RAAD 1RABB 1RABD 1RACB 1RACD 1RADB 1RADD 1RAEB 1RAED 1RAFB 1RAFD 1RAGB 1RAGD 1RAHB 1RAHD 1RAIB 1RAID 1SKUB 1SKUD 1TTHB 1TTHD 1TU0B 1TU0D 1TUGB 1TUGD 1XJWB 1XJWD 1ZA1B 1ZA1D 1ZA2B 1ZA2D 2A0FB 2A0FD 2AIRB 2AIRD 2AT1B 2AT1D 2ATCB 2BE7D 2BE7E 2BE7F 2FZCB 2FZCD 2FZGB 2FZGD 2FZKB 2FZKD 2H3EB 2H3ED 2HSEB 2HSED 2IPOB 2IPOD 2QG9B 2QG9D 2QGFB 2QGFD 3AT1B 3AT1D 3D7SB 3D7SD 3MPUB 3MPUD 3MPUF 4AT1B 4AT1D 5AT1B 5AT1D 6AT1B 6AT1D 7AT1B 7AT1D 8AT1B 8AT1D 8ATCB 8ATCD 9ATCB
